Date,State,S,E,A,I1,R,D,I2,I3,I1_increase
2020-08-24,Florida,12576518.752664361,531683.4825871437,0,1087585.578652646,7227516.119007178,27325.67893437196,16574.663655651977,10532.724498615862,46136.05429335142
2020-08-25,Florida,12370409.86359986,522793.50463547517,0,1081128.7796559478,7447643.490090507,28391.96493061653,16698.56716356987,10670.829923991889,45428.90621788426
2020-08-26,Florida,12169043.757285498,512996.7934009174,0,1072362.7263376913,7666283.437684956,29469.300463155854,16789.812317096497,10791.17251065285,44618.35528841491
2020-08-27,Florida,11972722.450458199,502336.95188520045,0,1061417.2276081638,7882963.688680112,30555.73576400265,16847.81321145251,10893.132392835707,43734.77547785196
2020-08-28,Florida,11781698.904540965,490886.53452043165,0,1048415.2571527081,8097238.431697053,31649.276718222296,16872.331430769056,10976.263939818313,42782.41470365416
2020-08-29,Florida,11596190.839069271,478750.24395921844,0,1033483.2888391573,8308661.044927413,32747.72295773263,16863.556070953186,11040.304176221942,41761.92665256101
2020-08-30,Florida,11416328.475886317,466011.48331059574,0,1016720.92632072,8516919.673090693,33849.425107770134,16821.84390894615,11085.172374924683,40696.30000117954
2020-08-31,Florida,11242251.112812275,452776.5101448061,0,998260.0471222504,8721638.369632995,34952.30399540945,16747.802180852086,11110.85411138095,39578.787900552576
2020-09-01,Florida,11074055.767195323,439147.72043707577,0,978259.7353607095,8922459.696496366,36054.18892577036,16642.378615663627,11117.512969060634,38419.14009338327
2020-09-02,Florida,10911790.256421199,425208.450565273,0,956877.3987707231,9119095.600381859,37153.14031674164,16506.69870927844,11105.454834894039,37231.77971214413
2020-09-03,Florida,10755488.44348815,411051.4173523455,0,934305.5263739479,9311227.357407954,38246.89238325879,16342.235332588101,11075.12766172606,36017.6732233287
2020-09-04,Florida,10605142.121275945,396705.4894127816,0,910602.9463441964,9498775.382354366,39334.77620537473,16149.54646684877,11026.737940458046,34799.20099483312
2020-09-05,Florida,10460708.851741837,382301.2561892756,0,886035.459234223,9681385.233527599,40413.77623008353,15931.184341390923,10961.238735560586,33562.10252082775
2020-09-06,Florida,10322176.683914134,367861.3803411314,0,860649.6898421595,9858999.430220056,41483.36724210243,15687.630694681888,10878.8177457012,32322.740684886954
2020-09-07,Florida,10189420.759713903,353494.0567170367,0,834675.5857377982,10031403.123879457,42541.013810526405,15421.759348628444,10780.700792619149,31086.899762030727
2020-09-08,Florida,10062392.816740984,339241.1067443813,0,808202.03040968,10198513.267362257,43585.73589480099,15134.681144787866,10667.361703076827,29852.41980610407
2020-09-09,Florida,9940922.524787532,325169.31689591066,0,781402.4393163746,10360257.8217159,44615.74546422319,14829.079433279645,10540.072386747728,28639.818470732895
2020-09-10,Florida,9824822.705229284,311352.07990827056,0,754467.3815141284,10516557.622168606,45629.0776228926,14507.90299101252,10400.23056577328,27451.259905861647
2020-09-11,Florida,9714093.255173253,297789.43612580205,0,727396.96175967,10667412.625203116,46625.73129069648,14171.153438943367,10247.83700848808,26262.714557416744
2020-09-12,Florida,9608690.856801126,284481.3660433679,0,700254.6351073667,10812802.295590201,47605.28833411347,13819.386010560442,10083.172113235813,25083.32631398461
2020-09-13,Florida,9508390.191209637,271451.1003383987,0,673294.0385940254,10952672.550035661,48565.82106289968,13455.565205456729,9907.733553892005,23946.63897956762
2020-09-14,Florida,9412985.213265965,258765.7681771727,0,646579.0481054215,11087095.411656726,49506.19546543905,13082.434978591407,9722.92835065481,22839.30435990664
2020-09-15,Florida,9322282.555758476,246455.7350489529,0,620198.5674920902,11216142.526599282,50425.53377328307,12702.149719648332,9529.931608236842,21766.41173550775
2020-09-16,Florida,9236142.915180543,234531.7407761494,0,594218.2473766905,11339875.096874883,51323.29440471075,12316.14851913399,9329.55686785712,20720.68440567095
2020-09-17,Florida,9154389.493113283,223004.17554774816,0,568713.776116653,11458381.67404859,52198.87223089027,11926.191785002948,9122.817157804384,19710.11886052223
2020-09-18,Florida,9076843.031947475,211880.87103230116,0,543748.311357082,11571768.342856525,53051.7820396099,11533.955002717144,8910.705764263223,18735.775334074537
2020-09-19,Florida,9003296.35021271,201169.79197677068,0,519375.8147084199,11680177.883371098,53881.63690152885,11141.207650219043,8694.315179226995,17803.525972922413
2020-09-20,Florida,8933603.189161127,190876.38279648076,0,495630.8697354875,11783714.788319891,54688.19568166646,10749.1679696434,8474.406335676993,16901.030448130772
2020-09-21,Florida,8867648.473530373,180998.88212046365,0,472535.60447656654,11882472.423601767,55471.36306601834,10358.70435255361,8251.548852231574,16023.22231137841
2020-09-22,Florida,8805186.489051102,171533.52898418627,0,450137.26778990316,11976650.148602499,56230.93553550946,9971.67103064243,8026.959006131845,15198.12788033503
2020-09-23,Florida,8746155.619548291,162477.01210867544,0,428444.31804913696,12066303.744226182,56966.91936767018,9588.467465211079,7800.91923480583,14386.752513300427
2020-09-24,Florida,8690293.939615412,153813.72122439323,0,407490.51485980576,12151674.081090333,57679.37837955351,9210.749289951784,7574.615540523482,13634.019977156875
2020-09-25,Florida,8637554.912870912,145538.8152397672,0,387283.30605955166,12232804.581244845,58368.3319429894,8838.798025279448,7348.25461662751,12892.143416399193
2020-09-26,Florida,8587765.379940232,137614.82888964238,0,367861.7004033098,12309865.0619393,59033.95010788762,8473.519458124036,7122.559261474874,12194.77149483973
2020-09-27,Florida,8540750.650787875,130058.56190368753,0,349195.8920124527,12383041.295769969,59676.48838753533,8115.858375509123,6898.25276294047,11530.761534652374
2020-09-28,Florida,8496366.730408542,122876.9262165101,0,331262.4526142154,12452492.274688827,60296.235265782365,7766.490521440616,6675.890284652443,10895.717001347752
2020-09-29,Florida,8454481.074032838,116053.98349343364,0,314060.1728295916,12518366.422131713,60893.525344568574,7425.890373623813,6455.931794202817,10292.046703188951
2020-09-30,Florida,8414965.853979466,109572.7980807149,0,297585.36938264355,12580811.003924126,61468.73600610146,7094.446671651303,6238.791955266258,9718.964659109875
2020-10-01,Florida,8377695.531897404,103419.67898123099,0,281827.10163756396,12639975.051082876,62022.287620424635,6772.494219180356,6024.854561290265,9175.301546802586
2020-10-02,Florida,8342547.860765488,97582.08166318083,0,266770.3388404804,12696007.312584186,62554.639392825164,6460.300729381891,5814.466024427478,8660.119667459801
2020-10-03,Florida,8309412.93621783,92047.35431830412,0,252399.52246021669,12749044.975620622,63066.25303154732,6158.047790912224,5607.91056053776,8170.833705705513
2020-10-04,Florida,8278190.248739917,86803.45392390173,0,238698.87946121415,12799215.543389695,63557.58208080541,5865.8626500651935,5405.429754371353,7705.3299095430175
2020-10-05,Florida,8248769.512742756,81837.03004742229,0,225648.49243768185,12846661.706089001,64029.16961144091,5583.827933630681,5207.26113803845,7265.950200944547
2020-10-06,Florida,8221023.629408905,77133.61308181794,0,213220.6181611754,12891551.844869735,64481.71267083246,5311.948862870296,5013.632944635508,6856.483667093048
2020-10-07,Florida,8194914.403481113,72688.59466795018,0,201406.69288011358,12933937.053561982,64915.42870235288,5050.217793947532,4824.608912512695,6456.061466832265
2020-10-08,Florida,8170307.284679473,68483.60173340751,0,190175.1338520374,12974000.917921111,65331.14130225342,4798.541818977141,4640.378692712562,6087.951718851508
2020-10-09,Florida,8147157.683343639,64512.46260643805,0,179515.30736547598,13011804.533303177,65729.12880933736,4556.883118725973,4461.001453177016,5730.567756674025
2020-10-10,Florida,8125349.585505824,60757.83789272621,0,169396.95945223348,13047510.809451291,66110.19894429439,4325.034565100677,4286.574188500184,5401.361140101968
2020-10-11,Florida,8104836.868178118,57212.853828158346,0,159807.93276520065,13081184.625351753,66474.67528336319,4102.910840403469,4117.133752975454,5083.352649877972
2020-10-12,Florida,8085519.262483622,53863.17379613841,0,150717.82326904678,13112970.460698176,66823.33665375493,3890.2352511005042,3952.707848132993,4789.5601115260715
2020-10-13,Florida,8067348.189023051,50701.851855907735,0,142111.89939154036,13142938.315722845,67156.56041501285,3686.873713860092,3793.309877752931,4507.499986002054
2020-10-14,Florida,8050251.297768839,47718.59964282544,0,133965.81952728325,13171194.833809318,67474.96305091064,3492.564974241777,3638.9212265534447,4242.901216538756
2020-10-15,Florida,8034162.153844623,44903.96994234495,0,126257.23217760382,13197837.939453814,67779.11064310245,3307.0691372927317,3489.524801190032,3994.336207808165
2020-10-16,Florida,8019037.081799371,42251.52124322512,0,118970.42610656703,13222933.290366901,68069.41050508208,3130.1868746303435,3345.083104195376,3756.3608305980006
2020-10-17,Florida,8004798.328480499,39749.78605527275,0,112077.43141126307,13246597.773583906,68346.58775605226,2961.5633322169074,3205.529380762623,3537.237628145052
2020-10-18,Florida,7991417.588939565,37394.512375542894,0,105567.43797397679,13268874.669363944,68610.93087124785,2801.040345905362,3070.8201297906107,3324.9936558557356
2020-10-19,Florida,7978807.039473595,35172.493617764536,0,99406.79413368509,13289898.394466981,68863.33922886428,2648.1220756002554,2940.8170034825353,3134.097217155431
2020-10-20,Florida,7966959.829769965,33082.699658615755,0,93592.8750363849,13309679.433497928,69103.88298105405,2502.7698454139822,2815.509210609755,2944.8659015822614
2020-10-21,Florida,7955829.805979374,31117.416414604577,0,88107.56180355368,13328289.661021728,69333.07016030933,2364.6875824328963,2694.797037969417,2767.0167914168997
2020-10-22,Florida,7945345.394902875,29264.681251176356,0,82922.75653833439,13345840.536702387,69551.68859930673,2233.416150834689,2578.5258550591157,2606.818665178436
2020-10-23,Florida,7935505.453199603,27524.189142813928,0,78038.1199703649,13362333.846042912,69759.7512483234,2108.947510221709,2466.6928857313437,2446.926576369377
2020-10-24,Florida,7926270.034233506,25878.00651156899,0,73448.62017933423,13377832.47429031,69957.74070605081,1990.9479536008243,2359.1761255989395,2299.264481374587
2020-10-25,Florida,7917587.375874425,24327.03493344346,0,69122.91879967196,13392418.504566165,70146.26653505863,1879.0663841771386,2255.832907029249,2162.3491376396823
2020-10-26,Florida,7909423.081040793,22870.001726578612,0,65041.72167408295,13406146.8479096,70325.75632522104,1773.0421930277994,2156.549130667966,2032.970756121693
2020-10-27,Florida,7901747.742751914,21500.26889374631,0,61193.98800124712,13419064.580515377,70496.59618238168,1672.614527771542,2061.209127532425,1911.208619027258
2020-10-28,Florida,7894532.227934131,20212.119953729907,0,57567.712523381095,13431218.547544114,70659.17442763361,1577.5239361748897,1969.6936808050834,1796.8101354339976
2020-10-29,Florida,7887740.64409157,18999.24880060698,0,54147.093383880245,13442666.745103693,70813.98344867598,1487.4412511034916,1881.843920439513,1691.3281468449286
2020-10-30,Florida,7881360.041932523,17859.427360216316,0,50926.35510660309,13453430.12557644,70961.2025506341,1402.246389452527,1797.6010841007003,1589.0531106467936
2020-10-31,Florida,7875361.394953217,16787.428231976035,0,47892.506718735014,13463555.940356933,71101.24544967324,1321.6606340019007,1716.823655434479,1494.015867978699
2020-11-01,Florida,7869723.865080096,15779.498674643653,0,45036.222024837596,13473078.111134244,71234.40915186587,1245.4838941730434,1639.4100401110395,1404.1746239438205
2020-11-02,Florida,7864431.361035975,14832.713313557295,0,42350.16783219627,13482022.999009145,71360.93355120426,1173.5526988696356,1565.2725590229027,1318.3515670997408
2020-11-03,Florida,7859445.945873147,13940.17525766929,0,39817.05533611766,13490452.753162839,71481.38422403978,1105.481647084603,1494.2044990747067,1242.0018264842452
2020-11-04,Florida,7854777.284860172,13103.679954697582,0,37441.12453288817,13498351.671273526,71595.62518449032,1041.3627778907176,1426.2514163065066,1163.2304554104353
2020-11-05,Florida,7850397.392322312,12318.229225398665,0,35209.2365550884,13505765.90768493,71704.0926075577,980.8974049631258,1361.2441997223443,1091.4285183155027
2020-11-06,Florida,7846281.568498553,11579.380841555716,0,33109.928084416555,13512736.091458235,71807.16491551924,923.8268731208811,1299.0393285706848,1025.784235510363
2020-11-07,Florida,7842405.383044617,10882.767195167411,0,31131.831708248763,13519302.411393415,71905.2165468662,869.8953940605994,1239.494717597359,966.2249125534187
2020-11-08,Florida,7838756.893035858,10227.767994378612,0,29267.5855538466,13525484.805954255,71998.44693530133,818.9742362293081,1182.5262901055112,909.320176536152
2020-11-09,Florida,7835328.322549171,9612.940221501709,0,27513.295624979994,13531296.418889914,72087.0092602843,770.9555112461371,1128.057942877283,854.3633875127828
2020-11-10,Florida,7832105.967302427,9034.644681697513,0,25863.556223065327,13536760.03765751,72171.14253304416,725.6680192678481,1075.9835829616575,803.0712465846875
2020-11-11,Florida,7829077.514244649,8490.964748111104,0,24312.073144310347,13541896.20975788,72251.05885308616,682.9687993102439,1026.2104526272224,754.7858131288448
2020-11-12,Florida,7826230.656717384,7979.892224037176,0,22852.62345520639,13546725.499636654,72326.97442287448,642.7116127287995,978.6419310894629,709.525084971994
2020-11-13,Florida,7823555.235499963,7499.516155304484,0,21480.282358493605,13551267.186798653,72397.39220248608,604.771776145679,932.6152089271923,666.8147648634282
2020-11-14,Florida,7821041.022937811,7047.907334158478,0,20189.93056001558,13555558.074725643,72447.97647493241,569.0223232609223,883.0656441516921,626.6731697277572
